campaign_id,developer_id,game_id,placement,started_at,ended_at,budget_usd,bid_cpc_usd,target_country,campaign_status
camp_00000204,d_000082,g_0012384,home_top,2026-01-16T09:59:09Z,2026-02-24T09:59:09Z,4148.01,1.7,DE,finished
camp_00000205,d_000054,g_0017492,home_top,2025-03-03T13:13:18Z,2025-04-06T13:13:18Z,5230.57,0.91,JP,finished
camp_00000206,d_000081,g_0077703,search_results,2025-06-23T01:11:11Z,2025-07-02T01:11:11Z,4204.87,2.35,US,finished
camp_00000207,d_000051,g_0015753,home_top,2025-03-26T13:30:11Z,2025-05-04T13:30:11Z,5676.6,1.56,TR,finished
camp_00000208,d_000105,g_0079681,home_top,2025-04-08T07:59:46Z,2025-05-01T07:59:46Z,3747.32,2.44,AU,finished
camp_00000209,d_000044,g_0057715,library_recommendations,2025-05-31T13:42:33Z,2025-07-11T13:42:33Z,7174.17,1.89,SE,finished
camp_00000210,d_000093,g_0061500,genre_page,2025-06-24T05:44:25Z,2025-07-25T05:44:25Z,8804.33,1.2,FR,finished
camp_00000211,d_000070,g_0009751,game_page_sidebar,2025-05-09T15:19:46Z,2025-06-13T15:19:46Z,8485.52,2.1,all,finished
camp_00000212,d_000093,g_0048768,home_top,2025-11-10T00:01:10Z,2025-12-09T00:01:10Z,322.51,0.73,FI,finished
camp_00000213,d_000046,g_0042643,search_results,2026-02-26T23:15:34Z,2026-03-25T23:15:34Z,1469.13,1.52,all,finished
camp_00000214,d_000110,g_0018392,search_results,2025-07-12T17:57:19Z,2025-07-25T17:57:19Z,3279.27,1.3,TR,finished
camp_00000215,d_000001,g_0043986,home_top,2025-11-11T15:31:31Z,2025-12-23T15:31:31Z,6115.03,2.29,,finished
camp_00000216,d_000089,g_0083433,library_recommendations,2025-10-20T02:41:38Z,2025-10-28T02:41:38Z,4072.0,2.34,PL,finished
camp_00000217,d_000009,g_0005483,home_top,2025-04-27T13:07:17Z,2025-05-15T13:07:17Z,9254.71,1.94,CA,finished
camp_00000218,d_000023,g_0096385,home_top,2025-03-17T11:49:21Z,2025-03-24T11:49:21Z,2903.51,1.75,all,finished
camp_00000219,d_000026,g_0048029,game_page_sidebar,2026-03-02T01:18:08Z,2026-03-22T01:18:08Z,691.04,0.54,SE,finished
camp_00000220,d_000104,g_0034334,home_top,2025-11-19T15:30:37Z,2025-12-09T15:30:37Z,8985.13,1.98,CN,finished
camp_00000221,d_000020,g_0006063,home_top,2025-05-24T08:15:12Z,2025-06-26T08:15:12Z,5541.57,0.62,IN,finished
camp_00000222,d_000015,g_0090552,library_recommendations,2025-06-18T09:07:55Z,2025-07-28T09:07:55Z,1356.73,2.3,IN,finished
camp_00000223,d_000035,g_0064293,game_page_sidebar,2026-04-07T07:55:32Z,2026-04-19T07:55:32Z,4390.39,1.9,AU,finished
camp_00000224,d_000053,g_0030882,home_top,2026-05-06T18:19:40Z,2026-05-19T18:19:40Z,9184.29,0.4,JP,finished
camp_00000225,d_000049,g_0064997,genre_page,2025-05-27T10:26:23Z,2025-07-02T10:26:23Z,1518.4,0.41,ES,finished
camp_00000226,d_000092,g_0063668,game_page_sidebar,2025-06-13T07:19:14Z,2025-07-11T07:19:14Z,4225.15,1.44,JP,finished
camp_00000227,d_000118,g_0057684,library_recommendations,2025-11-16T01:27:10Z,2025-12-12T01:27:10Z,8885.23,1.17,NO,finished
camp_00000228,d_000058,g_0018490,game_page_sidebar,2025-08-15T08:53:31Z,2025-09-28T08:53:31Z,2365.2,1.3,GB,finished
camp_00000229,d_000033,g_0010964,genre_page,2025-07-03T01:51:02Z,2025-08-06T01:51:02Z,3580.34,0.63,AU,finished
camp_00000230,d_000040,g_0018183,search_results,2025-11-19T05:26:04Z,2025-12-24T05:26:04Z,2267.26,1.04,CN,finished
camp_00000231,d_000117,g_0019890,genre_page,2026-01-20T10:18:56Z,2026-02-09T10:18:56Z,5734.74,0.75,PL,finished
camp_00000232,d_000025,g_0005094,genre_page,2026-05-03T00:23:17Z,2026-06-01T00:00:00Z,7384.39,2.19,ES,active
camp_00000233,d_000024,g_0076713,library_recommendations,2026-04-22T09:10:59Z,2026-06-01T00:00:00Z,8440.89,0.98,AU,active
camp_00000234,d_000094,g_0049461,home_top,2026-05-11T16:43:30Z,2026-06-01T00:00:00Z,3729.01,1.52,AU,active
camp_00000235,d_000075,g_0092415,library_recommendations,2025-06-03T10:19:33Z,2025-06-22T10:19:33Z,6622.72,0.11,KR,finished
camp_00000236,d_000001,g_0035970,game_page_sidebar,2025-03-04T12:00:36Z,2025-04-08T12:00:36Z,1304.11,0.12,GB,finished
camp_00000237,d_000041,g_0030587,library_recommendations,2025-06-24T22:26:21Z,2025-07-28T22:26:21Z,760.22,1.07,PL,finished
camp_00000238,d_000095,g_0024601,home_top,2026-04-15T12:42:32Z,2026-05-13T12:42:32Z,155.52,2.07,DE,finished
camp_00000239,d_000106,g_0065888,library_recommendations,2026-03-15T04:15:02Z,2026-04-03T04:15:02Z,9816.6,0.62,IT,finished
camp_00000240,d_000028,g_0064793,search_results,2025-09-04T06:27:35Z,2025-09-16T06:27:35Z,7008.63,0.06,all,finished
camp_00000241,d_000057,g_0090085,library_recommendations,2026-03-22T14:40:51Z,2026-04-30T14:40:51Z,3809.14,1.33,GB,finished
camp_00000242,d_000069,g_0097539,genre_page,2026-01-06T21:21:36Z,2026-01-25T21:21:36Z,1298.2,1.96,all,finished
camp_00000243,d_000025,g_0089725,home_top,2025-06-16T22:04:43Z,2025-07-09T22:04:43Z,6286.75,0.85,FI,finished
camp_00000244,d_000088,g_0056640,library_recommendations,2025-05-30T20:57:37Z,2025-07-14T20:57:37Z,1119.26,0.43,FR,finished
camp_00000245,d_000085,g_0036751,game_page_sidebar,2025-06-09T15:26:43Z,2025-06-29T15:26:43Z,9944.14,1.66,PL,finished
camp_00000246,d_000098,g_0074362,home_top,2025-08-25T13:06:26Z,2025-09-17T13:06:26Z,2465.04,1.39,ES,finished
camp_00000247,d_000019,g_0056582,home_top,2026-01-13T10:03:25Z,2026-02-18T10:03:25Z,6297.37,,KR,finished
camp_00000248,d_000029,g_0065301,game_page_sidebar,2025-10-13T21:42:02Z,2025-10-31T21:42:02Z,9193.74,2.38,IT,finished
camp_00000249,d_000027,g_0064457,game_page_sidebar,2025-04-24T10:03:00Z,2025-05-23T10:03:00Z,6674.84,0.28,AU,finished
camp_00000250,d_000107,g_0017876,search_results,2025-07-21T11:28:19Z,2025-08-19T11:28:19Z,8129.9,0.25,KR,finished
